"ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
111741,"ENSG00000108021.22","TASOR2","chr10","+",5717658,5717750,5714134,5714207,5720543,5720611,111741,"43,28,40","14,10,0","48,32,35","0,0,0",241,149,4.80634931854e-08,2.3528721834828e-05,"0.655,0.634,1.0","1.0,1.0,1.0",-0.237
16656,"ENSG00000166669.14","ATF7IP2","chr16","+",10457371,10457529,10440363,10440462,10472109,10472183,16656,"2,29,12","3,9,2","10,19,2","0,0,0",307,149,4.95177264748e-08,2.40909852599467e-05,"0.244,0.61,0.744","1.0,1.0,1.0",-0.467
107663,"ENSG00000123352.18","SPATS2","chr12","+",49406472,49406565,49371227,49371290,49441729,49441816,107663,"5,2,1","0,0,0","2,0,1","4,4,0",242,149,5.28903810748e-08,2.55739594135605e-05,"1.0,1.0,1.0","0.235,0.0,1.0",0.588
71103,"ENSG00000234684.8","SDCBP2-AS1","chr20","+",1350338,1350481,1325420,1325782,1373077,1373178,71103,"2,0,0","0,4,2","1,1,2","0,0,0",292,149,5.46105523025e-08,2.62446992665947e-05,"1.0,0.0,0.0","1.0,1.0,1.0",-0.667
84283,"ENSG00000006634.8","DBF4","chr7","+",87878052,87878133,87876533,87876778,87884978,87885158,84283,"92,115,79","5,11,9","65,80,38","0,0,0",230,149,5.56079591263e-08,2.6562068475996e-05,"0.923,0.871,0.85","1.0,1.0,1.0",-0.119
58517,"ENSG00000172965.17","MIR4435-2HG","chr2","-",111208755,111208936,111207773,111208661,111344060,111344237,58517,"4,5,3","0,0,0","0,0,6","7,2,0",330,149,6.00369950421e-08,2.84204667750087e-05,"1.0,1.0,1.0","0.0,0.0,1.0",0.667
69238,"ENSG00000145012.15","LPP","chr3","+",188341662,188341719,188153941,188154021,188406111,188406313,69238,"4,2,6","0,0,0","2,0,0","0,3,4",206,149,6.0580326311e-08,2.84204667750087e-05,"1.0,1.0,1.0","1.0,0.0,0.0",0.667
103165,"ENSG00000149809.17","TM7SF2","chr11","+",65113368,65113414,65112704,65112865,65113490,65113594,103165,"91,93,85","1,9,17","71,88,86","0,1,0",195,149,6.04908558799e-08,2.84204667750087e-05,"0.986,0.888,0.793","1.0,0.985,1.0",-0.106
61471,"ENSG00000250748.6","MSRB3-AS1","chr12","-",65561863,65561941,65538683,65538761,65569990,65570048,61471,"3,2,0","6,5,1","4,4,2","1,0,0",227,149,6.2573783266e-08,2.91819688053834e-05,"0.247,0.208,0.0","0.724,1.0,1.0",-0.756
13016,"ENSG00000291110.1","TRIM16L","chr17","+",18704618,18704765,18701356,18701445,18722236,18722245,13016,"14,11,19","3,4,4","33,15,6","0,0,0",296,149,6.61143995107e-08,3.05846917141644e-05,"0.701,0.581,0.705","1.0,1.0,1.0",-0.338
84624,"ENSG00000197037.11","ZSCAN25","chr7","+",99618524,99618651,99616945,99617016,99622548,99622640,84624,"4,8,17","0,0,0","13,8,8","6,3,1",276,149,6.63577019999e-08,3.05846917141644e-05,"1.0,1.0,1.0","0.539,0.59,0.812",0.353
71389,"ENSG00000136560.14","TANK","chr2","+",161160948,161161104,161160431,161160486,161161284,161161666,71389,"0,0,0","14,8,19","1,12,11","13,12,22",305,149,7.33406751996e-08,3.32203753784855e-05,"0.0,0.0,0.0","0.036,0.328,0.196",-0.187
62350,"ENSG00000117410.14","ATP6V0B","chr1","+",43975664,43975848,43974959,43975107,43976089,43976173,62350,"667,655,799","241,207,301","695,869,669","481,490,362",333,149,7.62726473091e-08,3.3962873998117e-05,"0.553,0.586,0.543","0.393,0.442,0.453",0.131
67045,"ENSG00000224165.8","DNAJC27-AS1","chr2","+",25027310,25027517,24972128,24972232,25035272,25035711,67045,"2,16,9","0,0,0","1,1,1","3,3,0",356,149,7.80759852326e-08,3.43774233302088e-05,"1.0,1.0,1.0","0.122,0.122,1.0",0.585
15934,"ENSG00000169592.15","INO80E","chr16","+",30003435,30003526,30001413,30001530,30003649,30003670,15934,"6,1,4","0,0,0","1,0,4","6,6,0",240,149,7.9877894632e-08,3.49512317713996e-05,"1.0,1.0,1.0","0.094,0.0,1.0",0.635
53072,"ENSG00000121775.18","TMEM39B","chr1","+",32077163,32077318,32076762,32076846,32091674,32091744,53072,"22,9,9","3,3,4","24,10,18","0,0,0",304,149,8.3846433796e-08,3.61112386865122e-05,"0.782,0.595,0.524","1.0,1.0,1.0",-0.366
98860,"ENSG00000078304.20","PPP2R5C","chr14","+",101831700,101831804,101786017,101786183,101836168,101836432,98860,"0,1,4","1,8,15","2,3,2","0,0,1",253,149,8.74679082496e-08,3.7171350336588e-05,"0.0,0.069,0.136","1.0,1.0,0.541",-0.779
47594,"ENSG00000204444.11","APOM","chr6","+",31656471,31656626,31652415,31652551,31657224,31657298,47594,"10,8,7","0,0,0","30,11,14","6,6,2",304,149,9.59832988645e-08,4.04541374331849e-05,"1.0,1.0,1.0","0.71,0.473,0.774",0.348
41050,"ENSG00000291080.1","ZNF252P","chr8","-",144994478,144994592,144976938,144978553,144999602,144999769,41050,"17,7,8","2,5,3","16,20,7","0,0,0",263,149,9.68897794218e-08,4.06189785379211e-05,"0.828,0.442,0.602","1.0,1.0,1.0",-0.376
27596,"ENSG00000198825.15","INPP5F","chr10","+",119757894,119757977,119751075,119751156,119791516,119791645,27596,"1,0,0","2,4,6","2,20,1","4,0,0",232,149,1.01624071935e-07,4.23783133838996e-05,"0.243,0.0,0.0","0.243,1.0,1.0",-0.667
32443,"ENSG00000131504.18","DIAPH1","chr5","-",141571427,141571436,141534334,141534433,141571925,141572040,32443,"27,23,86","15,11,8","199,114,39","3,4,5",158,149,1.03824614239e-07,4.30680893223515e-05,"0.629,0.664,0.91","0.984,0.964,0.88",-0.208
14996,"ENSG00000184939.16","ZFP90","chr16","+",68539757,68539825,68533697,68533855,68557997,68558101,14996,"16,27,22","14,6,5","16,19,13","0,1,0",217,149,1.16299810782e-07,4.68810204902715e-05,"0.44,0.755,0.751","1.0,0.929,1.0",-0.328
15016,"ENSG00000132600.18","PRMT7","chr16","+",68347210,68347294,68346120,68346280,68347630,68347678,15016,"59,91,59","1,0,0","77,72,44","4,11,5",233,149,1.16452643861e-07,4.68810204902715e-05,"0.974,1.0,1.0","0.925,0.807,0.849",0.131
19006,"ENSG00000128833.13","MYO5C","chr15","-",52282781,52282892,52279508,52279674,52295609,52295656,19006,"116,125,127","0,0,0","107,63,88","1,10,7",260,149,1.16585421761e-07,4.68810204902715e-05,"1.0,1.0,1.0","0.984,0.783,0.878",0.118
32736,"ENSG00000114867.22","EIF4G1","chr3","+",184316131,184316218,184314494,184314674,184317716,184317816,32736,"0,2,5","8,8,0","2,2,2","0,0,0",236,149,1.25714548882e-07,4.95865196926542e-05,"0.0,0.136,1.0","1.0,1.0,1.0",-0.621
92690,"ENSG00000079387.15","SENP1","chr12","-",48101468,48101516,48097736,48098124,48105401,48105834,92690,"15,13,13","6,3,7","19,21,7","0,1,0",197,149,1.24392548817e-07,4.95865196926542e-05,"0.654,0.766,0.584","1.0,0.941,1.0",-0.312
98743,"ENSG00000293543.1","DUSP13A","chr10","-",75103893,75104097,75101866,75101961,75107991,75108209,98743,"5,21,3","1,7,1","10,4,4","0,0,0",353,149,1.2606412525e-07,4.95865196926542e-05,"0.679,0.559,0.559","1.0,1.0,1.0",-0.401
24501,"ENSG00000072736.19","NFATC3","chr16","+",68121986,68123121,68085343,68085784,68126447,68126610,24501,"260,311,252","11,10,2","246,334,283","0,0,2",1284,149,1.28605873506e-07,5.01785738632445e-05,"0.733,0.783,0.936","1.0,1.0,0.943",-0.164
102198,"ENSG00000165912.16","PACSIN3","chr11","-",47182673,47182809,47182402,47182559,47183003,47183069,102198,"170,239,208","8,2,3","176,302,173","21,23,14",285,149,1.29554043937e-07,5.02995171078554e-05,"0.917,0.984,0.973","0.814,0.873,0.866",0.107
19005,"ENSG00000128833.13","MYO5C","chr15","-",52282781,52282884,52279508,52279674,52295609,52295773,19005,"42,47,35","0,0,0","46,23,41","1,10,7",252,149,1.30490534933e-07,5.04147623075706e-05,"1.0,1.0,1.0","0.965,0.576,0.776",0.228
11207,"ENSG00000011028.14","MRC2","chr17","+",62689521,62689760,62688851,62688960,62689893,62690062,11207,"88,126,142","0,0,0","86,118,67","6,7,3",388,149,1.32167402467e-07,5.06743917870151e-05,"1.0,1.0,1.0","0.846,0.866,0.896",0.131
48200,"ENSG00000122483.18","CCDC18","chr1","+",93237261,93237380,93236247,93236390,93239309,93239473,48200,"4,6,6","20,9,9","0,0,0","17,19,10",268,149,1.3244845154e-07,5.06743917870151e-05,"0.1,0.27,0.27","0.0,0.0,0.0",0.213
52678,"ENSG00000073849.16","ST6GAL1","chr3","+",186948854,186948938,186930771,186930834,186963784,186963926,52678,"11,11,8","25,25,25","2,3,1","35,43,35",233,149,1.37061539784e-07,5.16866280290716e-05,"0.22,0.22,0.17","0.035,0.043,0.018",0.171
26484,"ENSG00000120539.15","MASTL","chr10","+",27180952,27181066,27173117,27173259,27181479,27181581,26484,"64,87,97","5,14,6","79,92,53","2,0,0",263,149,1.47452875576e-07,5.53404685167735e-05,"0.879,0.779,0.902","0.957,1.0,1.0",-0.132
60948,"ENSG00000182718.18","ANXA2","chr15","-",60393012,60393440,60390212,60390317,60397257,60397338,60948,"89,104,102","6,0,0","81,100,73","18,17,7",577,149,1.54118775075e-07,5.75681102252897e-05,"0.793,1.0,1.0","0.537,0.603,0.729",0.308
89120,"ENSG00000165046.13","LETM2","chr8","+",38406945,38407038,38404339,38404506,38407361,38407463,89120,"111,141,105","45,35,27","96,106,98","86,103,58",242,149,1.56877240864e-07,5.83220742391328e-05,"0.603,0.713,0.705","0.407,0.388,0.51",0.239
54355,"ENSG00000247828.10","TMEM161B-DT","chr5","+",88282714,88282866,88269467,88282106,88287435,88287622,54355,"53,47,79","5,13,14","50,68,72","0,1,3",301,149,1.58351222468e-07,5.85936694780067e-05,"0.84,0.642,0.736","1.0,0.971,0.922",-0.225
5939,"ENSG00000105552.15","BCAT2","chr19","-",48806999,48807074,48800186,48800297,48810808,48810916,5939,"13,7,6","0,0,0","6,18,10","4,1,10",224,149,1.64282296655e-07,6.02228335389015e-05,"1.0,1.0,1.0","0.499,0.923,0.399",0.393
44354,"ENSG00000171161.13","ZNF672","chr1","+",248842722,248842780,248838827,248839074,248844482,248844636,44354,"3,7,2","6,6,4","0,0,0","2,5,5",207,149,1.63821151977e-07,6.02228335389015e-05,"0.265,0.456,0.265","0.0,0.0,0.0",0.329
32710,"ENSG00000138172.11","CALHM2","chr10","-",103451878,103452036,103449698,103449934,103452155,103452336,32710,"1,5,0","0,4,4","15,7,9","0,0,0",307,149,1.75121282919e-07,6.33127702443164e-05,"1.0,0.378,0.0","1.0,1.0,1.0",-0.541
29150,"ENSG00000162910.19","MRPL55","chr1","-",228108954,228109016,228107667,228107869,228109148,228109312,29150,"0,0,0","3,2,4","6,1,2","0,0,4",211,149,1.79239753706e-07,6.45058501750611e-05,"0.0,0.0,0.0","1.0,1.0,0.261",-0.754
62123,"ENSG00000129116.20","PALLD","chr4","+",168877722,168878394,168832027,168832171,168890921,168891057,62123,"785,870,848","20,4,10","605,878,558","42,26,22",821,149,1.8193442386e-07,6.5178007347845e-05,"0.877,0.975,0.939","0.723,0.86,0.822",0.129
26434,"ENSG00000179950.15","PUF60","chr8","-",143820430,143820716,143818372,143818534,143829279,143829319,26434,"6,18,3","0,0,0","10,17,7","4,1,3",435,149,1.84822994354e-07,6.59132321267444e-05,"1.0,1.0,1.0","0.461,0.853,0.444",0.414
50403,"ENSG00000073711.11","PPP2R3A","chr3","+",136001058,136003493,135965727,135965849,136026831,136027098,50403,"245,290,267","7,8,1","236,164,153","0,0,0",2584,149,1.92005069066e-07,6.7860446271017e-05,"0.669,0.676,0.939","1.0,1.0,1.0",-0.239
23217,"ENSG00000234899.12","SOX9-AS1","chr17","-",72074548,72076733,72071041,72071231,72081920,72082041,23217,"65,33,66","3,5,9","60,39,35","1,0,0",2334,149,1.96665039032e-07,6.91620696535129e-05,"0.58,0.296,0.319","0.793,1.0,1.0",-0.533
28653,"ENSG00000008086.13","CDKL5","chrX","+",18564476,18564522,18510819,18510854,18575353,18575390,28653,"11,6,3","1,6,4","7,6,1","0,0,0",195,149,1.98028570098e-07,6.91620696535129e-05,"0.894,0.433,0.364","1.0,1.0,1.0",-0.436
104445,"ENSG00000072134.16","EPN2","chr17","+",19274050,19274318,19237395,19237531,19279861,19279980,104445,"15,23,42","1,9,4","33,16,6","0,0,0",417,149,1.98320468714e-07,6.91620696535129e-05,"0.843,0.477,0.79","1.0,1.0,1.0",-0.297
52011,"ENSG00000186007.10","LEMD1","chr1","-",205384287,205384364,205381377,205381856,205419229,205419352,52011,"13,14,8","5,12,19","25,35,11","1,2,2",226,149,2.03301986246e-07,7.02914536681768e-05,"0.632,0.435,0.217","0.943,0.92,0.784",-0.454
21854,"ENSG00000140521.18","POLG","chr15","-",89321735,89321853,89319227,89319350,89322741,89322902,21854,"0,2,0","8,2,5","5,5,6","0,3,1",267,149,2.06333682806e-07,7.07751274074687e-05,"0.0,0.358,0.0","1.0,0.482,0.77",-0.631
40818,"ENSG00000125846.17","ZNF133","chr20","+",18305007,18305178,18289898,18290074,18305680,18305807,40818,"10,22,4","0,0,2","4,0,5","6,5,4",320,149,2.06537832947e-07,7.07751274074687e-05,"1.0,1.0,0.482","0.237,0.0,0.368",0.626
88025,"ENSG00000154328.16","NEIL2","chr8","+",11771445,11771590,11770173,11770335,11779597,11779950,88025,"103,120,144","5,4,0","98,137,81","12,21,8",294,149,2.10793331124e-07,7.19206770239743e-05,"0.913,0.938,1.0","0.805,0.768,0.837",0.147
40656,"ENSG00000161267.12","BDH1","chr3","-",197538305,197538952,197533488,197533561,197555780,197555994,40656,"18,28,25","0,0,0","9,16,15","5,10,0",796,149,2.12706701253e-07,7.22606838761e-05,"1.0,1.0,1.0","0.252,0.23,1.0",0.506
91379,"ENSG00000104626.15","ERI1","chr8","+",9062668,9062784,9020412,9020464,9088459,9088569,91379,"8,5,7","14,1,7","0,0,0","1,4,3",265,149,2.18070648095e-07,7.37649705133366e-05,"0.243,0.738,0.36","0.0,0.0,0.0",0.447
30068,"ENSG00000249942.1","ENSG00000249942","chr4","-",74584014,74584094,74552583,74552832,74588331,74588413,30068,"3,7,0","1,2,5","6,15,6","0,0,0",229,149,2.19431030013e-07,7.39079343182675e-05,"0.661,0.695,0.0","1.0,1.0,1.0",-0.548
106376,"ENSG00000247498.11","GPRC5D-AS1","chr12","+",12966758,12966857,12927726,12927803,12979523,12979622,106376,"14,17,16","8,14,17","4,0,0","15,6,9",248,149,2.32827850888e-07,7.77556231683802e-05,"0.513,0.422,0.361","0.138,0.0,0.0",0.386
51827,"ENSG00000143367.17","TUFT1","chr1","+",151562584,151562686,151540304,151540426,151563903,151563990,51827,"85,114,133","0,0,0","106,134,59","5,1,18",251,149,2.40553710062e-07,7.96606750358678e-05,"1.0,1.0,1.0","0.926,0.988,0.661",0.142
65947,"ENSG00000171163.16","ZNF692","chr1","-",248856372,248856422,248855557,248855946,248856513,248856562,65947,"16,18,30","0,1,2","22,7,23","6,6,15",199,149,2.51958241937e-07,8.20582183399366e-05,"1.0,0.931,0.918","0.733,0.466,0.534",0.372
88863,"ENSG00000260807.8","CEROX1","chr16","-",980126,980705,979600,979758,981144,981588,88863,"15,12,15","1,1,0","7,8,6","2,4,11",728,149,2.5707647866e-07,8.28727932197858e-05,"0.754,0.711,1.0","0.417,0.29,0.1",0.553
100099,"ENSG00000115392.13","FANCL","chr2","-",58213612,58213706,58204129,58204226,58221941,58222042,100099,"6,2,6","50,55,85","20,16,9","36,47,39",243,149,2.57613834154e-07,8.28727932197858e-05,"0.069,0.022,0.041","0.254,0.173,0.124",-0.14
78475,"ENSG00000124222.23","STX16","chr20","+",58659622,58659634,58651271,58652087,58667200,58667318,78475,"2,0,0","0,6,6","6,3,1","1,0,0",161,149,2.70849285888e-07,8.60765583357368e-05,"1.0,0.0,0.0","0.847,1.0,1.0",-0.616
78436,"ENSG00000255717.9","SNHG1","chr11","-",62854887,62854970,62854518,62854551,62855132,62855216,78436,"111,437,222","174,242,288","165,223,150","579,654,465",232,149,2.72890124609e-07,8.63768480765395e-05,"0.291,0.537,0.331","0.155,0.18,0.172",0.217
29905,"ENSG00000168038.11","ULK4","chr3","-",41705056,41705151,41681752,41681804,41705253,41705305,29905,"1,6,1","3,3,2","3,13,6","0,0,1",244,149,2.84386755922e-07,8.96557686719697e-05,"0.169,0.55,0.234","1.0,1.0,0.786",-0.611
75491,"ENSG00000159556.10","ISL2","chr15","+",76337777,76337967,76336772,76336941,76340275,76340559,75491,"41,156,71","0,0,0","68,103,55","6,0,12",339,149,2.87556024992e-07,9.02937374890218e-05,"1.0,1.0,1.0","0.833,1.0,0.668",0.166
66097,"ENSG00000213931.7","HBE1","chr11","-",5281908,5281951,5269798,5270156,5505568,5505604,66097,"53,69,107","129,167,250","62,80,86","0,161,0",192,149,2.91244682926e-07,9.07290501375996e-05,"0.242,0.243,0.249","1.0,0.278,1.0",-0.515
25036,"ENSG00000172869.15","DMXL1","chr5","+",119206833,119206896,119203318,119203436,119216900,119216987,25036,"5,3,13","11,24,13","0,0,0","12,7,11",212,149,2.95866723121e-07,9.1806046388904e-05,"0.242,0.081,0.413","0.0,0.0,0.0",0.245
104676,"ENSG00000233901.8","LINC01503","chr9","+",129356252,129356830,129355457,129355598,129359335,129359535,104676,"13,4,12","0,5,8","5,4,6","0,0,0",727,149,3.04097482307e-07,9.3989972815789e-05,"1.0,0.141,0.235","1.0,1.0,1.0",-0.541
112620,"ENSG00000187630.18","DHRS4L2","chr14","+",23995031,23995133,23990181,23990359,24004336,24004392,112620,"105,109,112","1,0,1","92,134,97","8,5,10",251,149,3.11523043139e-07,9.59089400195324e-05,"0.984,1.0,0.985","0.872,0.941,0.852",0.101
36865,"ENSG00000040531.16","CTNS","chr17","+",3647443,3647522,3637106,3637316,3654997,3655101,36865,"1,1,5","1,4,2","11,9,4","0,1,0",228,149,3.17406677275e-07,9.73401061067281e-05,"0.395,0.14,0.62","1.0,0.855,1.0",-0.567
37625,"ENSG00000167037.19","SGSM1","chr22","+",24874414,24874579,24868722,24868855,24876576,24876715,37625,"13,11,13","12,20,21","2,2,0","14,25,8",314,149,3.18834979418e-07,9.73991430342235e-05,"0.34,0.207,0.227","0.063,0.037,0.0",0.225
69175,"ENSG00000113645.15","WWC1","chr5","+",168411628,168411686,168409921,168409995,168412004,168412129,69175,"4,4,7","3,4,1","2,4,1","0,0,0",207,149,3.23937994429e-07,9.85759576483461e-05,"0.49,0.419,0.834","1.0,1.0,1.0",-0.419
11969,"ENSG00000168591.16","TMUB2","chr17","+",44187675,44187743,44187261,44187400,44189021,44189588,11969,"2,4,10","0,0,0","3,6,8","0,8,7",217,149,3.31645658935e-07,0.00010020531864574,"1.0,1.0,1.0","1.0,0.34,0.44",0.407
97499,"ENSG00000183621.15","ZNF438","chr10","-",30984368,30984426,30941574,30941651,31031832,31031865,97499,"7,7,4","0,0,0","14,11,8","3,12,1",207,149,3.33195286695e-07,0.00010020531864574,"1.0,1.0,1.0","0.771,0.398,0.852",0.326
101354,"ENSG00000128915.12","ICE2","chr15","-",60466593,60466713,60456656,60456794,60468060,60468162,101354,"137,139,80","0,14,10","95,64,71","0,0,0",269,149,3.35132349427e-07,0.00010020531864574,"1.0,0.846,0.816","1.0,1.0,1.0",-0.113
29889,"ENSG00000152795.18","HNRNPDL","chr4","-",82427189,82427304,82426036,82426129,82429247,82429397,29889,"11,2,10","3,1,4","15,35,31","0,0,0",264,149,3.37284863816e-07,0.000100313609591162,"0.674,0.53,0.585","1.0,1.0,1.0",-0.404
63851,"ENSG00000126705.15","AHDC1","chr1","-",27603727,27603863,27603396,27603491,27604109,27604144,63851,"8,8,10","3,1,4","16,20,12","0,0,0",285,149,3.40573638069e-07,0.000100910944678226,"0.582,0.807,0.567","1.0,1.0,1.0",-0.348
62743,"ENSG00000115761.17","NOL10","chr2","-",10644319,10644372,10607184,10607311,10657741,10657891,62743,"46,33,29","5,4,6","29,45,35","0,0,0",202,149,3.58054839555e-07,0.000104518859924175,"0.872,0.859,0.781","1.0,1.0,1.0",-0.163
104978,"ENSG00000048028.12","USP28","chr11","-",113806488,113806584,113804867,113805046,113807950,113808136,104978,"0,5,3","4,0,10","3,3,1","0,0,0",245,149,3.6670598913e-07,0.000106257104901768,"0.0,1.0,0.154","1.0,1.0,1.0",-0.615
53976,"ENSG00000112357.14","PEX7","chr6","+",136872197,136872253,136826313,136826469,136898141,136898241,53976,"22,30,16","6,3,5","25,14,16","0,0,0",205,149,3.7475651149e-07,0.000108192067593716,"0.727,0.879,0.699","1.0,1.0,1.0",-0.232
65112,"ENSG00000178440.9","TIMM23B-AGAP6","chr10","+",49952125,49952219,49942055,49942300,49958369,49958480,65112,"4,5,15","2,2,5","8,10,2","0,0,0",243,149,3.76545094438e-07,0.000108311684737704,"0.551,0.605,0.648","1.0,1.0,1.0",-0.399
66619,"ENSG00000243244.7","STON1","chr2","+",48530712,48530829,48530185,48530216,48580586,48582563,66619,"2,4,2","0,0,4","0,0,0","3,1,1",266,149,3.81284965489e-07,0.000108644087241644,"1.0,1.0,0.219","0.0,0.0,0.0",0.74
91176,"ENSG00000177570.15","SAMD12","chr8","-",118492915,118493004,118439861,118439961,118580714,118580893,91176,"9,10,4","24,35,45","0,0,1","25,41,19",238,149,3.81836099295e-07,0.000108644087241644,"0.19,0.152,0.053","0.0,0.0,0.032",0.121
32548,"ENSG00000204576.12","PRR3","chr6","+",30561327,30561508,30558149,30558212,30561833,30562124,32548,"106,120,121","2,5,0","62,73,91","11,10,8",330,149,3.85215598975e-07,0.000109211393644657,"0.96,0.916,1.0","0.718,0.767,0.837",0.185
104056,"ENSG00000149273.15","RPS3","chr11","+",75402351,75402446,75400693,75400777,75404671,75404730,104056,"24,13,4","8,6,0","4,18,14","0,0,0",244,149,3.9141898045e-07,0.000110177453372024,"0.647,0.57,1.0","1.0,1.0,1.0",-0.261
30972,"ENSG00000127419.17","TMEM175","chr4","+",951645,951717,951206,951258,953189,953354,30972,"0,14,1","4,0,8","9,13,2","0,0,0",221,149,3.95419792243e-07,0.000110907512190861,"0.0,1.0,0.078","1.0,1.0,1.0",-0.641
105158,"ENSG00000144741.19","SLC25A26","chr3","+",66362859,66362929,66263331,66263379,66369477,66369542,105158,"100,103,107","0,4,0","93,129,100","4,29,4",219,149,3.97286597842e-07,0.000111035968825948,"1.0,0.946,1.0","0.941,0.752,0.944",0.103
95803,"ENSG00000171097.14","KYAT1","chr9","-",128847432,128847643,128846679,128846859,128881896,128881931,95803,"24,13,37","0,0,0","6,21,22","4,5,1",360,149,4.10242554039e-07,0.000114251826489695,"1.0,1.0,1.0","0.383,0.635,0.901",0.36
25530,"ENSG00000248323.8","LUCAT1","chr5","-",91305679,91305771,91303872,91303971,91312294,91312481,25530,"0,2,1","2,6,0","1,1,1","0,0,0",241,149,4.14312303576e-07,0.000114917834902004,"0.0,0.171,1.0","1.0,1.0,1.0",-0.61
55409,"ENSG00000136527.19","TRA2B","chr3","-",185931576,185931852,185925463,185925626,185937824,185938029,55409,"167,563,353","20,20,32","149,241,163","22,63,50",425,149,4.17008193643e-07,0.000114917834902004,"0.745,0.908,0.795","0.704,0.573,0.533",0.213
111061,"ENSG00000172766.19","NAA16","chr13","+",41355143,41355216,41336649,41336756,41358303,41358473,111061,"25,13,27","0,0,0","5,15,7","2,1,8",222,149,4.20318004402e-07,0.000115426353717574,"1.0,1.0,1.0","0.627,0.91,0.37",0.364
